# AV Training Trials
# Session started: 2026-06-11T21:47:08.6096810-04:00
# Unity: 6000.2.8f1
# Device: Oculus Quest 2 / Android OS 14 / API-34 (UP1A.231005.007.A1/52175280031200150)
# Scene: AVTrainingSession1Pilot
timestamp_ms,session_index,block_index,trial_index,eccentricity_deg,hemifield,contrast_logcs,stimulus_onset_ms,audio_onset_ms,response_onset_ms,rt_ms,hit,av_delta_ms,trial_type,is_control_trial,counts_for_rehab_dose,horizontal_angle_deg,vertical_angle_deg
611629,1,1,237,-5.00,left,11.850,611185,611185,611629,444,1,0.00,rehab,0,1,-5.00,0.00
613781,1,1,238,5.00,right,12.000,613393,613393,613781,389,1,0.00,right_control,1,0,5.00,0.00
616433,1,1,239,-5.00,left,12.000,616031,616031,616433,403,1,0.00,rehab,0,1,-5.00,0.00
620196,1,1,240,-5.00,left,12.000,618683,618683,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
623875,1,1,241,-5.00,left,11.850,622362,622362,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
626777,1,1,242,-5.00,left,11.700,626291,626291,626777,486,1,0.00,rehab,0,1,-5.00,0.00
628860,1,1,243,-5.00,left,11.700,628194,628194,628860,667,1,0.00,rehab,0,1,-5.00,0.00
631665,1,1,244,-5.00,left,11.850,631109,631109,631665,555,1,0.00,rehab,0,1,-5.00,0.00
634261,1,1,245,5.00,right,11.850,633706,633706,634261,555,1,0.00,right_control,1,0,5.00,0.00
636496,1,1,246,-5.00,left,11.850,635969,635969,636496,528,1,0.00,rehab,0,1,-5.00,0.00
638704,1,1,247,-5.00,left,12.000,637941,637941,638704,764,1,0.00,rehab,0,1,-5.00,0.00
641509,1,1,248,-5.00,left,12.000,641023,641023,641509,486,1,0.00,rehab,0,1,-5.00,0.00
644133,1,1,249,-5.00,left,12.150,643647,643647,644133,486,1,0.00,rehab,0,1,-5.00,0.00
647965,1,1,250,-5.00,left,12.150,646452,646452,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
651770,1,1,251,-5.00,left,12.000,650256,650256,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
654769,1,1,252,-5.00,left,11.850,654269,654269,654769,500,1,0.00,rehab,0,1,-5.00,0.00
656782,1,1,253,-5.00,left,11.850,656032,656032,656782,750,1,0.00,rehab,0,1,-5.00,0.00
660086,1,1,254,-5.00,left,12.000,658865,658865,660086,1222,1,0.00,rehab,0,1,-5.00,0.00
662933,1,1,255,-5.00,left,12.000,662294,662294,662933,639,1,0.00,rehab,0,1,-5.00,0.00
666043,1,1,256,-5.00,left,12.150,664529,664529,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
668306,1,1,257,-5.00,left,12.000,667723,667723,668306,583,1,0.00,rehab,0,1,-5.00,0.00
670930,1,1,258,-5.00,left,12.000,670083,670083,670930,847,1,0.00,rehab,0,1,-5.00,0.00
673527,1,1,259,-5.00,left,12.150,672430,672430,673527,1097,1,0.00,rehab,0,1,-5.00,0.00
675943,1,1,260,-5.00,left,12.150,675498,675498,675943,444,1,0.00,rehab,0,1,-5.00,0.00
679122,1,1,261,-5.00,left,12.300,677609,677609,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
683010,1,1,262,-5.00,left,12.150,681496,681496,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
685287,1,1,263,-5.00,left,12.000,684634,684634,685287,653,1,0.00,rehab,0,1,-5.00,0.00
687564,1,1,264,-5.00,left,12.000,686925,686925,687564,639,1,0.00,rehab,0,1,-5.00,0.00
690160,1,1,265,-5.00,left,12.150,689466,689466,690160,694,1,0.00,rehab,0,1,-5.00,0.00
692993,1,1,266,8.00,right,12.150,692493,692493,692993,500,1,0.00,right_control,1,0,8.00,0.00
695686,1,1,267,-5.00,left,12.150,695048,695048,695686,639,1,0.00,rehab,0,1,-5.00,0.00
698810,1,1,268,-5.00,left,12.300,697297,697297,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
702656,1,1,269,-5.00,left,12.150,701143,701143,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
704850,1,1,270,-5.00,left,12.000,704267,704267,704850,583,1,0.00,rehab,0,1,-5.00,0.00
707044,1,1,271,5.00,right,12.000,706669,706669,707044,375,1,0.00,right_control,1,0,5.00,0.00
709807,1,1,272,-5.00,left,12.000,709279,709279,709807,528,1,0.00,rehab,0,1,-5.00,0.00
713320,1,1,273,-5.00,left,12.150,711806,711806,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
716444,1,1,274,-5.00,left,12.000,714930,714930,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
720443,1,1,275,-5.00,left,11.850,718929,718929,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
722678,1,1,276,-5.00,left,11.700,722067,722067,722678,611,1,0.00,rehab,0,1,-5.00,0.00
724969,1,1,277,-5.00,left,11.700,724247,724247,724969,722,1,0.00,rehab,0,1,-5.00,0.00
728315,1,1,278,-5.00,left,11.850,727468,727468,728315,847,1,0.00,rehab,0,1,-5.00,0.00
730606,1,1,279,-5.00,left,11.850,729856,729856,730606,750,1,0.00,rehab,0,1,-5.00,0.00
733230,1,1,280,5.00,right,12.000,732619,732619,733230,611,1,0.00,right_control,1,0,5.00,0.00
735327,1,1,281,-5.00,left,12.000,734827,734827,735327,500,1,0.00,rehab,0,1,-5.00,0.00
739326,1,1,282,-5.00,left,12.000,737812,737812,-1,-1,0,0.00,rehab,0,1,-5.00,0.00
741630,1,1,283,-5.00,left,11.850,740922,740922,741630,708,1,0.00,rehab,0,1,-5.00,0.00

# TRIAL SUMMARY
# Total recorded trials: 283
# Rehab-dose trials: 259
# Control trials: 24
