# AV Training Trials
# Session started: 2026-05-31T09:13:38.3786840-04:00
# Unity: 6000.2.8f1
# Device: Oculus Quest 2 / Android OS 14 / API-34 (UP1A.231005.007.A1/52175280028600150)
# Scene: AVTrainingSession1Pilot
timestamp_ms,session_index,block_index,trial_index,eccentricity_deg,hemifield,contrast_logcs,stimulus_onset_ms,audio_onset_ms,response_onset_ms,rt_ms,hit,av_delta_ms,trial_type,is_control_trial,counts_for_rehab_dose
87373,1,1,25,-5.00,left,0.000,86913,86913,87373,459,1,0.00,rehab,0,1
90046,1,1,26,5.00,right,0.000,89684,89684,90046,362,1,0.00,right_control,1,0
92845,1,1,27,-5.00,left,0.000,91772,91772,92845,1072,1,0.00,rehab,0,1
95908,1,1,28,-5.00,left,0.150,94404,94404,-1,-1,0,0.00,rehab,0,1
97857,1,1,29,-5.00,left,0.000,97523,97523,97857,334,1,0.00,rehab,0,1
100308,1,1,30,-8.00,left,0.000,99556,99556,100308,752,1,0.00,rehab,0,1
103162,1,1,31,-5.00,left,0.150,102772,102772,103162,390,1,0.00,rehab,0,1
105097,1,1,32,-5.00,left,0.150,104721,104721,105097,376,1,0.00,rehab,0,1
107005,1,1,33,-5.00,left,0.300,106573,106573,107005,432,1,0.00,rehab,0,1
110945,1,1,34,-8.00,left,0.300,109441,109441,-1,-1,0,0.00,rehab,0,1
113103,1,1,35,-5.00,left,0.150,112755,112755,113103,348,1,0.00,rehab,0,1
114774,1,1,36,-5.00,left,0.150,114370,114370,114774,404,1,0.00,rehab,0,1
117183,1,1,37,-5.00,left,0.300,116807,116807,117183,376,1,0.00,rehab,0,1
119341,1,1,38,-8.00,left,0.300,118923,118923,119341,418,1,0.00,rehab,0,1
122738,1,1,39,-8.00,left,0.450,121234,121234,-1,-1,0,0.00,rehab,0,1
124715,1,1,40,-5.00,left,0.300,124312,124312,124715,404,1,0.00,rehab,0,1
126999,1,1,41,-5.00,left,0.300,126275,126275,126999,724,1,0.00,rehab,0,1
130299,1,1,42,-8.00,left,0.450,128795,128795,-1,-1,0,0.00,rehab,0,1
131969,1,1,43,-5.00,left,0.300,131552,131552,131969,418,1,0.00,rehab,0,1
134030,1,1,44,5.00,right,0.300,133654,133654,134030,376,1,0.00,right_control,1,0
137219,1,1,45,-8.00,left,0.300,135715,135715,-1,-1,0,0.00,rehab,0,1
141006,1,1,46,-8.00,left,0.150,139502,139502,-1,-1,0,0.00,rehab,0,1
142816,1,1,47,-5.00,left,0.000,142426,142426,142816,390,1,0.00,rehab,0,1
144682,1,1,48,-5.00,left,0.000,144041,144041,144682,640,1,0.00,rehab,0,1
147967,1,1,49,-5.00,left,0.150,146464,146464,-1,-1,0,0.00,rehab,0,1
151727,1,1,50,-8.00,left,0.000,150223,150223,-1,-1,0,0.00,rehab,0,1
155152,1,1,51,-8.00,left,0.000,153648,153648,-1,-1,0,0.00,rehab,0,1
158814,1,1,52,-8.00,left,0.000,157310,157310,-1,-1,0,0.00,rehab,0,1
160833,1,1,53,-5.00,left,0.000,160359,160359,160833,473,1,0.00,rehab,0,1
163506,1,1,54,-5.00,left,0.000,163116,163116,163506,390,1,0.00,rehab,0,1
167070,1,1,55,-5.00,left,0.150,165567,165567,-1,-1,0,0.00,rehab,0,1
170760,1,1,56,-8.00,left,0.000,169256,169256,-1,-1,0,0.00,rehab,0,1
173935,1,1,57,-8.00,left,0.000,172431,172431,-1,-1,0,0.00,rehab,0,1
176636,1,1,58,5.00,right,0.000,176218,176218,176636,418,1,0.00,right_control,1,0
179699,1,1,59,-5.00,left,0.000,178195,178195,-1,-1,0,0.00,rehab,0,1
181523,1,1,60,-5.00,left,0.000,181050,181050,181523,473,1,0.00,rehab,0,1
184698,1,1,61,-5.00,left,0.000,183194,183194,-1,-1,0,0.00,rehab,0,1
187413,1,1,62,-5.00,left,0.000,186897,186897,187413,515,1,0.00,rehab,0,1
190169,1,1,63,-8.00,left,0.000,188666,188666,-1,-1,0,0.00,rehab,0,1
192954,1,1,64,-8.00,left,0.000,191450,191450,-1,-1,0,0.00,rehab,0,1
196602,1,1,65,-8.00,left,0.000,195098,195098,-1,-1,0,0.00,rehab,0,1
198788,1,1,66,5.00,right,0.000,198384,198384,198788,404,1,0.00,right_control,1,0
201656,1,1,67,-8.00,left,0.000,200153,200153,-1,-1,0,0.00,rehab,0,1
204441,1,1,68,-5.00,left,0.000,202937,202937,-1,-1,0,0.00,rehab,0,1
207309,1,1,69,-5.00,left,0.000,205805,205805,-1,-1,0,0.00,rehab,0,1
210233,1,1,70,-5.00,left,0.000,209815,209815,210233,418,1,0.00,rehab,0,1
213686,1,1,71,-8.00,left,0.000,212182,212182,-1,-1,0,0.00,rehab,0,1
216986,1,1,72,-8.00,left,0.000,215482,215482,-1,-1,0,0.00,rehab,0,1
219771,1,1,73,-8.00,left,0.000,218267,218267,-1,-1,0,0.00,rehab,0,1
221873,1,1,74,-5.00,left,0.000,221483,221483,221873,390,1,0.00,rehab,0,1
224630,1,1,75,8.00,right,0.000,224226,224226,224630,404,1,0.00,right_control,1,0
227582,1,1,76,-5.00,left,0.000,226078,226078,-1,-1,0,0.00,rehab,0,1
230436,1,1,77,-5.00,left,0.000,228932,228932,-1,-1,0,0.00,rehab,0,1
232093,1,1,78,-5.00,left,0.000,231661,231661,232093,432,1,0.00,rehab,0,1
235421,1,1,79,-8.00,left,0.000,233917,233917,-1,-1,0,0.00,rehab,0,1
237969,1,1,80,5.00,right,0.000,237537,237537,237969,432,1,0.00,right_control,1,0
240781,1,1,81,-8.00,left,0.000,239277,239277,-1,-1,0,0.00,rehab,0,1
243733,1,1,82,-5.00,left,0.000,243204,243204,243733,529,1,0.00,rehab,0,1
246142,1,1,83,-5.00,left,0.000,245543,245543,246142,599,1,0.00,rehab,0,1
247896,1,1,84,-5.00,left,0.150,247451,247451,247896,446,1,0.00,rehab,0,1
250750,1,1,85,-5.00,left,0.150,250333,250333,250750,418,1,0.00,rehab,0,1
254635,1,1,86,-8.00,left,0.300,253131,253131,-1,-1,0,0.00,rehab,0,1
256250,1,1,87,-5.00,left,0.150,255874,255874,256250,376,1,0.00,rehab,0,1
258603,1,1,88,-5.00,left,0.150,258186,258186,258603,418,1,0.00,rehab,0,1
261597,1,1,89,-8.00,left,0.300,260093,260093,-1,-1,0,0.00,rehab,0,1
263421,1,1,90,8.00,right,0.150,263045,263045,263421,376,1,0.00,right_control,1,0
265259,1,1,91,-5.00,left,0.150,264632,264632,265259,627,1,0.00,rehab,0,1
267667,1,1,92,-5.00,left,0.150,266971,266971,267667,696,1,0.00,rehab,0,1
270870,1,1,93,-8.00,left,0.300,269366,269366,-1,-1,0,0.00,rehab,0,1
273348,1,1,94,5.00,right,0.150,272972,272972,273348,376,1,0.00,right_control,1,0
277316,1,1,95,-8.00,left,0.150,275813,275813,-1,-1,0,0.00,rehab,0,1
281215,1,1,96,-8.00,left,0.000,279711,279711,-1,-1,0,0.00,rehab,0,1
283930,1,1,97,-8.00,left,0.000,282426,282426,-1,-1,0,0.00,rehab,0,1
285615,1,1,98,5.00,right,0.000,285225,285225,285615,390,1,0.00,right_control,1,0
288399,1,1,99,-5.00,left,0.000,286896,286896,-1,-1,0,0.00,rehab,0,1
291184,1,1,100,-8.00,left,0.000,289680,289680,-1,-1,0,0.00,rehab,0,1
294108,1,1,101,-5.00,left,0.000,293384,293384,294108,724,1,0.00,rehab,0,1
297672,1,1,102,-8.00,left,0.000,296169,296169,-1,-1,0,0.00,rehab,0,1
301418,1,1,103,-8.00,left,0.000,299914,299914,-1,-1,0,0.00,rehab,0,1
304732,1,1,104,-8.00,left,0.000,303228,303228,-1,-1,0,0.00,rehab,0,1
306848,1,1,105,-5.00,left,0.000,306388,306388,306848,459,1,0.00,rehab,0,1
309772,1,1,106,-5.00,left,0.000,309229,309229,309772,543,1,0.00,rehab,0,1
312000,1,1,107,-8.00,left,0.150,311331,311331,312000,668,1,0.00,rehab,0,1
314896,1,1,108,-8.00,left,0.150,314367,314367,314896,529,1,0.00,rehab,0,1
318474,1,1,109,-8.00,left,0.300,316970,316970,-1,-1,0,0.00,rehab,0,1
321384,1,1,110,-5.00,left,0.150,320966,320966,321384,418,1,0.00,rehab,0,1
325060,1,1,111,-8.00,left,0.150,323556,323556,-1,-1,0,0.00,rehab,0,1
328193,1,1,112,-5.00,left,0.000,326689,326689,-1,-1,0,0.00,rehab,0,1
331339,1,1,113,-8.00,left,0.000,329836,329836,-1,-1,0,0.00,rehab,0,1
334361,1,1,114,-5.00,left,0.000,333790,333790,334361,571,1,0.00,rehab,0,1
338078,1,1,115,-8.00,left,0.000,336574,336574,-1,-1,0,0.00,rehab,0,1
340515,1,1,116,5.00,right,0.000,340111,340111,340515,404,1,0.00,right_control,1,0
343369,1,1,117,-8.00,left,0.000,341865,341865,-1,-1,0,0.00,rehab,0,1
345792,1,1,118,-5.00,left,0.000,345151,345151,345792,641,1,0.00,rehab,0,1
349078,1,1,119,-8.00,left,0.000,347574,347574,-1,-1,0,0.00,rehab,0,1
352071,1,1,120,-8.00,left,0.000,350568,350568,-1,-1,0,0.00,rehab,0,1
354424,1,1,121,8.00,right,0.000,354090,354090,354424,334,1,0.00,right_control,1,0
358198,1,1,122,-8.00,left,0.000,356694,356694,-1,-1,0,0.00,rehab,0,1
361859,1,1,123,-8.00,left,0.000,360356,360356,-1,-1,0,0.00,rehab,0,1
364700,1,1,124,-8.00,left,0.000,363196,363196,-1,-1,0,0.00,rehab,0,1
367972,1,1,125,-5.00,left,0.000,366468,366468,-1,-1,0,0.00,rehab,0,1
371467,1,1,126,-8.00,left,0.000,369963,369963,-1,-1,0,0.00,rehab,0,1
374627,1,1,127,-5.00,left,0.000,373124,373124,-1,-1,0,0.00,rehab,0,1
378011,1,1,128,-8.00,left,0.000,376507,376507,-1,-1,0,0.00,rehab,0,1
381450,1,1,129,-8.00,left,0.000,379946,379946,-1,-1,0,0.00,rehab,0,1
385307,1,1,130,-8.00,left,0.000,383803,383803,-1,-1,0,0.00,rehab,0,1
389080,1,1,131,-8.00,left,0.000,387576,387576,-1,-1,0,0.00,rehab,0,1
391461,1,1,132,8.00,right,0.000,391015,391015,391461,446,1,0.00,right_control,1,0
394524,1,1,133,-5.00,left,0.000,393020,393020,-1,-1,0,0.00,rehab,0,1
398102,1,1,134,-8.00,left,0.000,396598,396598,-1,-1,0,0.00,rehab,0,1
400232,1,1,135,-5.00,left,0.000,399550,399550,400232,682,1,0.00,rehab,0,1
402516,1,1,136,8.00,right,0.000,402098,402098,402516,418,1,0.00,right_control,1,0
405802,1,1,137,-5.00,left,0.000,404298,404298,-1,-1,0,0.00,rehab,0,1
407946,1,1,138,-5.00,left,0.000,407514,407514,407946,432,1,0.00,rehab,0,1
410132,1,1,139,-5.00,left,0.000,409700,409700,410132,432,1,0.00,rehab,0,1
412666,1,1,140,8.00,right,0.150,412290,412290,412666,376,1,0.00,right_control,1,0
415701,1,1,141,-8.00,left,0.150,414198,414198,-1,-1,0,0.00,rehab,0,1
418598,1,1,142,-5.00,left,0.000,417804,417804,418598,794,1,0.00,rehab,0,1
420797,1,1,143,-5.00,left,0.000,420240,420240,420797,557,1,0.00,rehab,0,1
423220,1,1,144,-5.00,left,0.150,422607,422607,423220,613,1,0.00,rehab,0,1
426228,1,1,145,-8.00,left,0.150,424724,424724,-1,-1,0,0.00,rehab,0,1
429402,1,1,146,-8.00,left,0.000,427898,427898,-1,-1,0,0.00,rehab,0,1
431588,1,1,147,-5.00,left,0.000,430781,430781,431588,808,1,0.00,rehab,0,1
434345,1,1,148,-8.00,left,0.000,432841,432841,-1,-1,0,0.00,rehab,0,1
437269,1,1,149,-5.00,left,0.000,435765,435765,-1,-1,0,0.00,rehab,0,1
439984,1,1,150,-5.00,left,0.000,439343,439343,439984,640,1,0.00,rehab,0,1
442796,1,1,151,-8.00,left,0.000,441293,441293,-1,-1,0,0.00,rehab,0,1
445289,1,1,152,-5.00,left,0.000,444801,444801,445289,487,1,0.00,rehab,0,1
448296,1,1,153,-8.00,left,0.000,446792,446792,-1,-1,0,0.00,rehab,0,1
451109,1,1,154,-8.00,left,0.000,449605,449605,-1,-1,0,0.00,rehab,0,1
453545,1,1,155,-5.00,left,0.000,452891,452891,453545,654,1,0.00,rehab,0,1
457012,1,1,156,-8.00,left,0.000,455509,455509,-1,-1,0,0.00,rehab,0,1
459797,1,1,157,-5.00,left,0.000,459212,459212,459797,585,1,0.00,rehab,0,1
463013,1,1,158,-5.00,left,0.000,461510,461510,-1,-1,0,0.00,rehab,0,1
466954,1,1,159,-8.00,left,0.000,465450,465450,-1,-1,0,0.00,rehab,0,1
469154,1,1,160,-5.00,left,0.000,468541,468541,469154,613,1,0.00,rehab,0,1
471715,1,1,161,-5.00,left,0.000,470741,470741,471715,975,1,0.00,rehab,0,1
474904,1,1,162,-8.00,left,0.150,473400,473400,-1,-1,0,0.00,rehab,0,1
476617,1,1,163,-5.00,left,0.000,476171,476171,476617,446,1,0.00,rehab,0,1
478872,1,1,164,-5.00,left,0.000,478190,478190,478872,682,1,0.00,rehab,0,1
481671,1,1,165,-8.00,left,0.150,480167,480167,-1,-1,0,0.00,rehab,0,1
484539,1,1,166,-8.00,left,0.000,483035,483035,-1,-1,0,0.00,rehab,0,1
487031,1,1,167,-5.00,left,0.000,486349,486349,487031,682,1,0.00,rehab,0,1
490011,1,1,168,-5.00,left,0.000,488939,488939,490011,1072,1,0.00,rehab,0,1
492475,1,1,169,-5.00,left,0.150,491946,491946,492475,529,1,0.00,rehab,0,1
494689,1,1,170,-5.00,left,0.150,494341,494341,494689,348,1,0.00,rehab,0,1
497390,1,1,171,-8.00,left,0.300,496987,496987,497390,404,1,0.00,rehab,0,1
499298,1,1,172,-8.00,left,0.300,498671,498671,499298,627,1,0.00,rehab,0,1
503294,1,1,173,-8.00,left,0.450,501790,501790,-1,-1,0,0.00,rehab,0,1

# TRIAL SUMMARY
# Total recorded trials: 173
# Rehab-dose trials: 157
# Control trials: 16
