timestamp_ms,tp10_alpha,tp10_beta,tp10_theta,engagement_score,threshold,head_yaw,head_pitch,left_gaze,reward_triggered,event
# Session started: 5/31/2026 9:12:41 AM
# Unity Version: 6000.2.8f1
# Scene: AVTrainingSession1Pilot
timestamp_ms,tp10_alpha,tp10_beta,tp10_theta,engagement_score,threshold,head_yaw,head_pitch,left_gaze,reward_triggered,event
3690,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
3801,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
3912,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
4024,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
4135,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
4247,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
4358,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
4469,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
4581,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
4692,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
4804,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
4918,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
5031,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,baseline_end
5142,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,training_start_AudioVisualTraining_ParadigmB
5266,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,practice_start
5377,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
5489,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
5600,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
5712,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
5823,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
5934,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
6046,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
6157,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
6269,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
6380,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
6491,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
6603,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
6714,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
6825,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
6937,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
7048,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
7160,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
7271,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
7382,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
7494,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
7605,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
7717,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
7828,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
7939,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
8051,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
8162,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
8273,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
8385,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
8496,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
8608,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
8719,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
8830,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
8942,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
9053,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
9165,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
9276,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
9387,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
9499,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
9610,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
9722,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
9833,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
9944,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
10056,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
10167,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
10278,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
10390,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
10501,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
10613,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
10724,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
10835,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
10947,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,reward_triggered
11058,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
11170,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
11281,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
11392,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
11504,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
11615,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
11727,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
11838,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
11949,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
12061,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
12172,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
12283,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
12395,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
12506,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
12618,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
12729,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
12840,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
12952,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
13063,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
13175,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
13286,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
13397,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
13509,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
13620,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
13731,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,reward_triggered
13843,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
13954,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
14066,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
14177,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
14288,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
14400,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
14511,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
14623,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
14734,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
14845,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
14957,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
15068,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
15180,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
15291,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
15402,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,reward_triggered
15514,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
15625,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
15736,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
15848,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
15959,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
16071,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
16182,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
16293,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
16405,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
16516,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
16628,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
16739,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
16850,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
16962,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
17073,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
17184,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
17296,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,reward_triggered
17407,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
17519,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
17630,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
17741,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
17853,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
17964,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
18076,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
18187,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
18298,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
18410,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
18521,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
18633,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
18744,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
18855,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
18967,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
19078,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
19189,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
19301,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
19412,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
19524,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,reward_triggered
19635,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
19746,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
19858,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
19969,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
20081,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
20192,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
20303,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
20415,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
20526,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
20638,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
20749,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
20860,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
20972,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
21083,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
21194,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
21306,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
21417,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
21529,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
21640,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
21751,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,reward_triggered
21863,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
21974,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
22086,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
22197,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
22308,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
22420,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
22531,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
22642,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
22754,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
22865,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
22977,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
23088,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
23199,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
23311,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
23422,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
23534,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
23645,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
23756,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
23868,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
23979,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
24091,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
24202,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
24313,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
24425,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
24536,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
24647,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
24759,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
24870,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
24982,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
25093,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
25204,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
25316,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
25427,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,practice_end
25539,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,block_1_start
25650,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
25761,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
25873,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
25984,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
26096,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
26207,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
26318,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
26430,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
26541,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
26652,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
26764,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
26875,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
26987,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
27098,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
27209,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
27321,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
27432,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
27544,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
27655,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
27766,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
27878,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
27989,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
28100,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
28212,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,reward_triggered
28323,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
28435,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
28546,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
28657,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
28769,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
28880,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
28992,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
29103,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
29214,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
29326,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
29437,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
29549,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
29660,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
29771,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
29883,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
29994,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,reward_triggered
30105,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
30217,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
30328,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
30440,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
30551,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
30662,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
30774,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
30885,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
30997,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
31108,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
31219,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
31331,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
31442,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
31553,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
31665,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
31776,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
31888,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
31999,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
32110,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
32222,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
32333,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
32445,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
32556,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
32667,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
32779,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
32890,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
33002,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
33113,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
33224,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
33336,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
33447,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
33558,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
33670,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
33781,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
33893,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
34004,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
34115,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
34227,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
34338,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
34450,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
34561,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
34672,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
34784,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
34895,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
35007,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
35118,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
35229,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,reward_triggered
35341,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
35452,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
35563,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
35675,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
35786,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
35898,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,1,
36009,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
36120,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
36232,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
36343,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
36455,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
36566,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0,0,
